SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ASTRAL, EQ, 01-Dec-2022,1884.65,1894.6,1928.95,1882.0,1928.0,1924.2,1908.81,827271,62089, 471434, 56.99
ASTRAZEN, EQ, 01-Dec-2022,3373.8,3370.9,3381.4,3320.0,3323.9,3329.75,3345.14,5696,1487, 3430, 60.22
ATFL, EQ, 01-Dec-2022,815.3,819.4,828.3,814.0,819.0,815.7,816.0,9029,387, 7921, 87.73
ATUL, EQ, 01-Dec-2022,8364.75,8399.9,8687.95,8373.25,8653.0,8664.45,8593.12,45379,9593, 17910, 39.47
AUBANK, EQ, 01-Dec-2022,639.3,642.0,649.3,637.3,638.0,639.2,643.6,1264166,42012, 473412, 37.45
AUROPHARMA, EQ, 01-Dec-2022,467.35,469.55,471.75,466.0,468.6,468.9,469.17,784540,16626, 289088, 36.85
AUTOAXLES, EQ, 01-Dec-2022,2011.45,2010.0,2019.0,1989.05,2001.0,2001.0,2000.88,5013,1741, 3029, 60.42
AVANTIFEED, EQ, 01-Dec-2022,385.05,386.0,390.0,386.0,387.9,388.1,388.29,205409,9559, 106261, 51.73
AXISBANK, EQ, 01-Dec-2022,901.25,909.5,909.5,899.5,901.0,903.85,904.78,7053100,170682, 4655116, 66.00
BAJAJ-AUTO, EQ, 01-Dec-2022,3750.7,3744.05,3744.05,3594.35,3705.0,3707.6,3681.84,514227,38811, 120227, 23.38
BAJAJCON, EQ, 01-Dec-2022,165.25,165.0,166.35,161.8,166.1,165.65,164.22,640300,10921, 348673, 54.45
BAJAJELEC, EQ, 01-Dec-2022,1112.45,1112.45,1124.25,1110.0,1113.0,1113.7,1116.29,28909,3283, 9664, 33.43
BAJAJFINSV, EQ, 01-Dec-2022,1626.5,1634.8,1642.5,1624.2,1639.0,1638.8,1634.79,2111362,112929, 1263767, 59.86
BAJAJHLDNG, EQ, 01-Dec-2022,6294.95,6271.0,6349.0,6185.25,6309.0,6314.95,6283.66,252224,42360, 107974, 42.81
BAJFINANCE, EQ, 01-Dec-2022,6720.95,6754.6,6770.0,6707.0,6748.0,6747.75,6741.47,981616,78473, 549531, 55.98
BALAMINES, EQ, 01-Dec-2022,3044.8,3045.95,3125.0,3045.05,3046.0,3054.95,3066.2,40158,5748, 20660, 51.45
BALKRISIND, EQ, 01-Dec-2022,2042.05,2049.9,2070.5,2030.0,2060.1,2063.8,2054.52,339095,21562, 144992, 42.76
BALMLAWRIE, EQ, 01-Dec-2022,125.7,125.75,127.0,123.5,124.25,124.1,125.27,253690,5194, 124253, 48.98
BALRAMCHIN, EQ, 01-Dec-2022,384.3,384.5,387.0,378.2,379.1,380.25,380.34,1606439,29833, 708137, 44.08
BANARISUG, EQ, 01-Dec-2022,3080.65,3082.3,3089.0,3030.0,3050.0,3038.8,3050.28,1465,383, 1122, 76.59
BANDHANBNK, EQ, 01-Dec-2022,238.4,241.0,241.0,224.2,235.55,235.5,235.3,32128549,138636, 13061516, 40.65
BANKBARODA, EQ, 01-Dec-2022,166.25,167.5,172.6,166.5,171.6,171.75,169.88,32085764,128040, 12640982, 39.40
BANKINDIA, EQ, 01-Dec-2022,82.3,82.55,84.0,80.15,83.1,83.1,82.01,16662882,45243, 6395405, 38.38
BASF, EQ, 01-Dec-2022,2661.25,2674.6,2675.0,2642.1,2660.1,2666.45,2659.66,10924,2222, 6030, 55.20
BATAINDIA, EQ, 01-Dec-2022,1717.85,1726.5,1726.5,1704.25,1720.0,1719.35,1715.02,371998,20658, 176487, 47.44
BBTC, EQ, 01-Dec-2022,961.0,969.4,1020.0,965.35,1000.0,1003.3,1001.8,461588,19116, 130993, 28.38
BDL, EQ, 01-Dec-2022,969.0,973.5,978.85,961.35,964.5,964.5,970.08,576039,24562, 179839, 31.22
BECTORFOOD, EQ, 01-Dec-2022,435.15,437.95,448.75,432.25,432.5,434.4,442.4,459896,21760, 217362, 47.26
BEL, EQ, 01-Dec-2022,105.1,105.65,106.35,103.85,104.45,104.15,104.7,19098551,92662, 11693644, 61.23
BEML, EQ, 01-Dec-2022,1468.45,1477.45,1510.05,1467.5,1471.8,1473.6,1484.68,86020,6164, 33961, 39.48
BEPL, EQ, 01-Dec-2022,112.0,112.0,116.75,111.15,116.0,116.1,114.85,586781,8738, 244061, 41.59
BERGEPAINT, EQ, 01-Dec-2022,622.4,623.0,624.8,618.5,620.7,620.45,620.82,510536,14339, 307862, 60.30
BHARATFORG, EQ, 01-Dec-2022,859.55,860.45,863.25,844.0,846.85,848.75,850.22,926801,26044, 527708, 56.94
BHARATRAS, EQ, 01-Dec-2022,10099.9,10290.0,10290.0,9998.0,10070.1,10082.95,10115.24,1540,800, 770, 50.00
BHARTIARTL, EQ, 01-Dec-2022,848.75,853.0,853.2,841.6,848.0,848.6,847.33,4506664,121422, 2840347, 63.03
BHEL, EQ, 01-Dec-2022,83.7,84.0,85.4,83.05,84.5,84.65,84.36,35582972,68817, 12408874, 34.87
BIOCON, EQ, 01-Dec-2022,282.85,284.8,286.5,283.0,285.3,285.55,284.81,1127965,14974, 519782, 46.08
BIRLACORPN, EQ, 01-Dec-2022,949.6,954.0,993.85,947.05,979.0,977.8,979.22,256910,15331, 105303, 40.99
BLUEDART, EQ, 01-Dec-2022,7604.3,7590.0,7624.7,7515.75,7547.95,7546.55,7586.12,138961,8097, 125696, 90.45
BLUESTARCO, EQ, 01-Dec-2022,1225.55,1226.95,1229.75,1208.85,1225.05,1225.25,1221.11,22112,3696, 12090, 54.68
BOMDYEING, EQ, 01-Dec-2022,81.7,82.3,84.0,81.6,82.4,82.45,82.57,1909725,9080, 567085, 29.69
BOSCHLTD, EQ, 01-Dec-2022,17004.4,17025.0,17206.0,16929.0,17025.05,17038.4,17074.03,37807,6375, 17047, 45.09
BPCL, EQ, 01-Dec-2022,341.15,342.0,343.75,337.05,338.7,338.6,339.55,2144667,41242, 853742, 39.81
BRIGADE, EQ, 01-Dec-2022,486.25,488.45,508.8,482.8,498.5,501.6,496.87,451406,17338, 175838, 38.95
BRITANNIA, EQ, 01-Dec-2022,4362.3,4364.55,4410.5,4335.35,4390.0,4401.25,4372.84,501703,35427, 345806, 68.93
BSE, EQ, 01-Dec-2022,577.2,580.0,582.85,575.55,578.0,577.8,579.19,723573,17390, 391642, 54.13
BSOFT, EQ, 01-Dec-2022,305.25,311.0,325.3,310.5,323.2,323.8,319.74,14224521,118602, 3914954, 27.52
CAMLINFINE, EQ, 01-Dec-2022,160.45,161.0,161.7,157.25,157.45,157.65,158.67,260106,3419, 149092, 57.32
CANBK, EQ, 01-Dec-2022,314.7,317.0,322.9,315.2,320.45,320.9,318.39,9283193,58035, 2746173, 29.58
CANFINHOME, EQ, 01-Dec-2022,553.05,555.5,556.0,545.15,548.25,548.85,549.43,390437,8739, 142747, 36.56
CAPACITE, EQ, 01-Dec-2022,140.8,141.55,142.0,139.45,140.05,140.15,140.68,154013,2688, 102284, 66.41
CAPLIPOINT, EQ, 01-Dec-2022,755.45,759.7,761.0,746.45,754.0,755.25,754.08,60883,4788, 36900, 60.61
CARBORUNIV, EQ, 01-Dec-2022,853.2,861.4,861.4,835.15,835.15,838.65,845.26,31419,3144, 16779, 53.40
CARERATING, EQ, 01-Dec-2022,549.2,550.95,564.5,544.15,558.15,558.55,553.92,102756,3639, 62220, 60.55
CASTROLIND, EQ, 01-Dec-2022,131.5,131.95,132.35,129.9,130.5,130.2,131.45,531559,7525, 306041, 57.57
CCL, EQ, 01-Dec-2022,546.1,548.4,548.4,525.15,530.55,530.3,534.36,228923,13316, 95327, 41.64
CDSL, EQ, 01-Dec-2022,1238.0,1241.0,1260.0,1240.1,1241.95,1243.45,1250.55,418616,23257, 163880, 39.15
CEATLTD, EQ, 01-Dec-2022,1882.85,1892.3,1892.3,1845.25,1850.0,1856.45,1861.47,133453,9055, 27884, 20.89
CENTRALBK, EQ, 01-Dec-2022,24.55,24.65,25.6,24.2,25.5,25.35,24.87,13182465,14812, 4501281, 34.15
CENTRUM, EQ, 01-Dec-2022,25.75,26.0,26.9,25.8,26.65,26.65,26.42,790507,2589, 495424, 62.67
CENTURYPLY, EQ, 01-Dec-2022,542.4,538.3,557.25,535.0,556.0,556.1,546.34,263637,15624, 148750, 56.42
CENTURYTEX, EQ, 01-Dec-2022,808.45,810.95,812.45,794.5,801.0,802.35,801.02,83493,4398, 41750, 50.00
CERA, EQ, 01-Dec-2022,5353.1,5419.85,5419.85,5312.0,5323.0,5327.1,5339.38,12508,3734, 5232, 41.83
CESC, EQ, 01-Dec-2022,74.4,74.8,75.3,74.45,74.85,74.9,74.92,1190866,5217, 654832, 54.99
CGCL, EQ, 01-Dec-2022,748.5,748.5,750.95,742.15,747.8,747.05,747.14,96992,3242, 5348, 5.51
CHALET, EQ, 01-Dec-2022,372.4,372.5,376.3,365.4,368.3,368.3,369.4,127110,6221, 51842, 40.79
CHAMBLFERT, EQ, 01-Dec-2022,304.8,306.95,307.35,301.55,303.7,303.45,304.09,1121698,17237, 537015, 47.88
CHEMCON, EQ, 01-Dec-2022,298.15,300.95,301.85,298.15,300.7,299.6,299.64,91317,3482, 41435, 45.37
CHENNPETRO, EQ, 01-Dec-2022,215.8,216.0,217.0,212.0,213.4,212.7,214.48,476244,6748, 234130, 49.16
CHOLAFIN, EQ, 01-Dec-2022,714.85,720.0,729.9,715.8,726.7,728.9,723.37,1437872,35704, 808838, 56.25
CHOLAHLDNG, EQ, 01-Dec-2022,590.5,590.95,607.7,590.85,600.0,598.4,601.36,78229,6191, 43424, 55.51
CIPLA, EQ, 01-Dec-2022,1139.65,1145.0,1145.2,1117.0,1124.05,1124.9,1124.49,1360439,49906, 567694, 41.73
COALINDIA, EQ, 01-Dec-2022,227.25,228.4,230.4,224.9,226.3,226.1,226.34,22435771,86472, 16790539, 74.84
COCHINSHIP, EQ, 01-Dec-2022,667.05,669.4,685.5,663.1,663.1,670.0,676.3,1982069,39858, 375743, 18.96
COFORGE, EQ, 01-Dec-2022,4036.3,4086.0,4205.0,4050.95,4119.0,4116.85,4150.38,692687,65911, 208365, 30.08
COLPAL, EQ, 01-Dec-2022,1632.15,1643.0,1643.0,1604.0,1608.0,1608.45,1616.1,379505,16487, 199559, 52.58
CONCOR, EQ, 01-Dec-2022,771.95,774.35,777.7,764.05,770.0,769.85,770.64,1377416,44945, 769106, 55.84
CONFIPET, EQ, 01-Dec-2022,77.45,78.0,78.8,76.2,77.95,77.6,77.23,942396,7614, 450550, 47.81
COROMANDEL, EQ, 01-Dec-2022,929.75,932.8,934.85,915.0,918.3,918.5,921.44,247057,21182, 135980, 55.04
CRAFTSMAN, EQ, 01-Dec-2022,3043.3,3047.0,3200.0,3032.3,3175.0,3173.9,3134.74,56099,11530, 21590, 38.49
CREDITACC, EQ, 01-Dec-2022,960.25,961.0,964.0,941.0,947.95,948.25,953.68,127303,13781, 86360, 67.84
CRISIL, EQ, 01-Dec-2022,2925.3,2939.95,2963.95,2900.1,2915.0,2915.0,2922.66,35290,6300, 21764, 61.67
CROMPTON, EQ, 01-Dec-2022,362.85,364.5,376.5,363.65,372.4,370.8,369.76,2121082,55166, 1006428, 47.45
CSBBANK, EQ, 01-Dec-2022,218.3,218.75,220.9,218.15,220.0,219.85,219.75,231315,2703, 143581, 62.07
CUB, EQ, 01-Dec-2022,188.8,189.7,195.5,188.8,190.0,189.45,191.44,6254194,34341, 3038207, 48.58
CUMMINSIND, EQ, 01-Dec-2022,1413.5,1422.75,1439.8,1405.35,1438.0,1437.85,1429.59,1054284,48554, 596051, 56.54
CYIENT, EQ, 01-Dec-2022,837.3,838.5,867.45,838.5,861.0,862.1,857.25,539574,22862, 220681, 40.90
DAAWAT, EQ, 01-Dec-2022,114.55,114.0,115.0,113.2,114.65,114.15,114.16,1414925,9739, 533859, 37.73
DABUR, EQ, 01-Dec-2022,588.35,589.5,591.6,586.1,586.95,586.8,588.69,2181957,34952, 1535185, 70.36
DALBHARAT, EQ, 01-Dec-2022,1820.7,1828.0,1923.9,1824.05,1902.85,1901.2,1887.49,1124051,49031, 332094, 29.54
DALMIASUG, EQ, 01-Dec-2022,353.3,355.0,359.0,352.85,353.9,354.4,355.31,57367,4502, 28800, 50.20
DBCORP, EQ, 01-Dec-2022,116.4,116.4,119.0,115.5,117.0,117.45,117.36,249294,3043, 122937, 49.31
DBL, EQ, 01-Dec-2022,235.05,236.7,238.6,231.5,233.35,232.5,234.15,153793,4060, 67904, 44.15
DCAL, EQ, 01-Dec-2022,98.8,99.9,100.25,98.55,98.9,98.85,99.1,283541,2345, 161693, 57.03
DCBBANK, EQ, 01-Dec-2022,130.95,132.0,138.0,131.15,135.95,136.85,135.69,5928288,38087, 2381614, 40.17
DCMSHRIRAM, EQ, 01-Dec-2022,871.95,877.3,888.0,875.0,883.0,883.15,882.23,45127,3459, 21468, 47.57
DEEPAKNTR, EQ, 01-Dec-2022,2175.55,2177.95,2189.0,2146.75,2165.8,2165.6,2172.23,265974,21241, 97367, 36.61
DELTACORP, EQ, 01-Dec-2022,227.45,228.65,229.3,226.25,227.4,227.7,227.64,1787388,12751, 672731, 37.64
DEN, EQ, 01-Dec-2022,36.1,36.35,37.45,35.95,36.85,36.8,36.82,3076110,7665, 1068295, 34.73
DFMFOODS, EQ, 01-Dec-2022,396.6,396.0,405.45,394.85,404.35,401.25,400.79,227773,7884, 103946, 45.64
DHAMPURSUG, EQ, 01-Dec-2022,229.35,231.95,232.0,227.25,229.9,229.9,229.52,220848,4619, 107224, 48.55
DHANI, EQ, 01-Dec-2022,47.1,47.35,48.8,46.55,47.1,46.95,47.3,1571118,7274, 813943, 51.81
DHANUKA, EQ, 01-Dec-2022,705.3,706.0,714.0,706.0,713.0,712.6,710.88,10252,1204, 4991, 48.68
DIAMONDYD, EQ, 01-Dec-2022,950.5,958.5,969.95,950.0,960.85,953.8,962.04,25333,1184, 21678, 85.57
DISHTV, EQ, 01-Dec-2022,20.6,21.0,21.4,20.3,20.8,20.8,20.72,11259958,8326, 7037522, 62.50
DIVISLAB, EQ, 01-Dec-2022,3404.7,3409.9,3425.0,3389.0,3401.4,3409.05,3412.13,266446,23741, 146869, 55.12
DIXON, EQ, 01-Dec-2022,4251.9,4273.15,4390.0,4255.0,4376.05,4385.35,4352.05,250462,22627, 85067, 33.96
DLF, EQ, 01-Dec-2022,402.65,405.8,414.8,402.35,411.0,412.7,409.33,7882120,65307, 3045618, 38.64
DMART, EQ, 01-Dec-2022,4025.5,4041.0,4064.0,4032.1,4047.0,4044.15,4048.13,255279,30731, 153975, 60.32
DOLLAR, EQ, 01-Dec-2022,428.4,430.55,432.0,423.85,424.95,424.65,427.34,74815,4095, 43818, 58.57
DRREDDY, EQ, 01-Dec-2022,4487.15,4509.6,4531.8,4446.8,4476.0,4474.35,4477.6,387346,33277, 228562, 59.01
EASEMYTRIP, EQ, 01-Dec-2022,62.8,66.0,68.9,63.35,66.05,66.65,66.34,34602226,81409, 6882525, 19.89
EDELWEISS, EQ, 01-Dec-2022,66.75,67.45,68.05,66.05,66.6,66.45,66.97,1006646,6205, 457105, 45.41
EICHERMOT, EQ, 01-Dec-2022,3484.5,3489.6,3500.0,3430.0,3439.0,3437.45,3455.29,518865,38572, 231268, 44.57
EIDPARRY, EQ, 01-Dec-2022,602.4,603.85,606.85,593.4,595.5,596.95,597.85,149137,7758, 81305, 54.52
EIHOTEL, EQ, 01-Dec-2022,178.9,179.35,181.95,175.1,175.8,175.95,177.37,715166,7544, 450516, 62.99
ELGIEQUIP, EQ, 01-Dec-2022,475.0,482.95,493.0,482.25,486.0,486.25,486.65,324453,19647, 129870, 40.03
EMAMILTD, EQ, 01-Dec-2022,478.75,481.0,481.0,460.9,462.5,463.55,468.07,393580,21007, 155030, 39.39
ENDURANCE, EQ, 01-Dec-2022,1527.85,1534.0,1559.6,1510.0,1515.0,1517.1,1528.41,26857,4580, 11310, 42.11
ENGINERSIN, EQ, 01-Dec-2022,80.25,80.8,82.5,80.15,82.15,82.0,81.41,4328657,15424, 1501771, 34.69
EPL, EQ, 01-Dec-2022,162.55,163.4,163.6,159.45,160.65,160.4,161.45,240322,10267, 144796, 60.25
EQUITAS, EQ, 01-Dec-2022,119.4,119.2,121.95,116.45,121.0,121.1,120.49,1128631,21694, 638007, 56.53
EQUITASBNK, EQ, 01-Dec-2022,57.15,58.0,58.4,55.7,56.25,56.25,57.16,2480540,15221, 1000068, 40.32
ERIS, EQ, 01-Dec-2022,673.5,672.6,678.5,668.5,669.0,669.95,671.67,13475,2492, 7345, 54.51
ESABINDIA, EQ, 01-Dec-2022,4147.6,4148.0,4148.0,3911.3,3929.0,3933.95,3998.62,26046,6735, 8619, 33.09
ESCORTS, EQ, 01-Dec-2022,2286.5,2290.0,2358.35,2273.0,2338.55,2346.6,2328.53,883716,43515, 157359, 17.81
EVEREADY, EQ, 01-Dec-2022,349.95,350.15,357.7,344.9,349.7,350.5,351.98,104815,3204, 59692, 56.95
EXIDEIND, EQ, 01-Dec-2022,188.85,189.15,190.15,187.1,187.65,188.25,188.54,3046514,30518, 1567549, 51.45
FACT, EQ, 01-Dec-2022,145.95,146.65,148.0,144.45,145.05,145.2,146.04,299779,4248, 80210, 26.76
FDC, EQ, 01-Dec-2022,285.05,286.5,289.8,284.05,287.5,286.9,287.1,142501,9216, 86730, 60.86
FEDERALBNK, EQ, 01-Dec-2022,131.45,132.15,134.9,131.25,132.6,132.7,133.08,10535474,58617, 4440778, 42.15
FILATEX, EQ, 01-Dec-2022,95.2,95.75,97.9,95.25,97.3,97.15,96.98,214928,2662, 115066, 53.54
FINCABLES, EQ, 01-Dec-2022,552.6,557.8,579.0,555.7,575.5,574.55,566.27,381273,13729, 166704, 43.72
FINEORG, EQ, 01-Dec-2022,6244.15,6272.0,6298.0,6132.0,6159.0,6157.4,6195.08,34154,9382, 17202, 50.37
FINPIPE, EQ, 01-Dec-2022,157.55,158.5,163.5,156.75,158.0,158.0,160.16,1169338,19312, 596993, 51.05
FMGOETZE, EQ, 01-Dec-2022,307.35,309.0,309.85,305.1,308.5,308.5,307.86,36030,1337, 20733, 57.54
FORTIS, EQ, 01-Dec-2022,290.1,292.0,295.0,288.15,292.0,291.0,291.55,983406,11690, 649987, 66.10
FSL, EQ, 01-Dec-2022,109.9,111.1,113.65,111.1,112.1,112.35,112.63,5714772,25384, 1804279, 31.57
GABRIEL, EQ, 01-Dec-2022,192.25,193.25,194.7,188.2,188.8,189.2,191.63,488851,7694, 207598, 42.47
GAEL, EQ, 01-Dec-2022,228.8,229.95,248.7,229.9,240.6,238.65,242.23,1687164,27469, 371115, 22.00
GAIL, EQ, 01-Dec-2022,94.75,95.25,95.4,93.5,93.65,93.65,94.07,9433858,32076, 6192757, 65.64
GALAXYSURF, EQ, 01-Dec-2022,2799.5,2813.45,2839.95,2783.9,2819.95,2817.4,2813.4,7989,1904, 4716, 59.03
GANECOS, EQ, 01-Dec-2022,908.6,909.8,913.25,886.05,890.0,893.1,896.14,57964,3905, 18105, 31.23
GARFIBRES, EQ, 01-Dec-2022,3398.5,3415.5,3445.0,3366.0,3406.5,3434.4,3406.46,5391,1518, 2874, 53.31
GATI, EQ, 01-Dec-2022,163.7,165.0,165.45,163.05,163.45,163.65,164.2,147319,2478, 72920, 49.50
GENUSPOWER, EQ, 01-Dec-2022,93.7,94.45,98.5,94.45,95.7,96.05,96.58,759729,7584, 345715, 45.51
GEOJITFSL, EQ, 01-Dec-2022,47.65,47.9,48.65,47.65,48.15,48.1,48.28,674954,3771, 372718, 55.22
GEPIL, EQ, 01-Dec-2022,151.4,151.6,159.75,149.05,154.9,153.5,156.07,542480,8444, 263376, 48.55
GESHIP, EQ, 01-Dec-2022,663.65,668.95,692.5,664.5,679.1,679.1,681.5,437465,21569, 142630, 32.60
GET&D, EQ, 01-Dec-2022,131.05,131.0,132.95,129.5,129.65,130.25,130.91,44356,1057, 26451, 59.63
GHCL, EQ, 01-Dec-2022,577.5,580.0,582.6,573.05,574.35,575.35,575.58,175346,7724, 109964, 62.71
GICRE, EQ, 01-Dec-2022,148.95,149.45,149.9,142.7,144.95,144.55,146.09,803647,9679, 415683, 51.72
GILLETTE, EQ, 01-Dec-2022,5127.6,5200.0,5200.0,5150.0,5175.0,5170.95,5182.83,3375,1342, 1950, 57.78
GLAND, EQ, 01-Dec-2022,1779.65,1805.0,1805.0,1737.3,1743.0,1752.95,1776.58,550501,25667, 260684, 47.35
GLAXO, EQ, 01-Dec-2022,1337.15,1345.7,1345.7,1314.45,1318.95,1319.2,1325.32,55980,7830, 37759, 67.45
GLENMARK, EQ, 01-Dec-2022,430.7,436.0,436.0,427.75,429.0,430.7,430.72,511155,7410, 94917, 18.57
GMDCLTD, EQ, 01-Dec-2022,157.25,158.75,159.85,154.7,156.0,157.2,157.01,1562174,12301, 684905, 43.84
GMMPFAUDLR, EQ, 01-Dec-2022,1951.65,1969.95,1970.0,1931.05,1947.0,1952.3,1947.84,68140,13361, 40189, 58.98
GMRINFRA, EQ, 01-Dec-2022,42.9,43.2,43.25,42.5,42.75,42.75,42.86,17635621,54892, 5992882, 33.98
GNFC, EQ, 01-Dec-2022,601.25,604.3,606.75,593.0,593.95,594.1,598.12,1072106,24448, 469300, 43.77
GODFRYPHLP, EQ, 01-Dec-2022,1804.95,1821.4,1832.0,1786.25,1816.9,1817.65,1816.74,102279,13020, 43316, 42.35
GODREJAGRO, EQ, 01-Dec-2022,478.6,478.0,484.4,478.0,482.35,481.8,481.24,64289,3791, 34634, 53.87
